relative_path,format,original_width,original_height,crop_top,crop_bottom,crop_left,crop_right,inner_left,inner_top,inner_right,inner_bottom,corner_shadow_candidate,status
commands/group-notification/images/notifydingtalkgroupcommand-01.png,PNG,1003,154,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifydingtalkgroupcommand-02.png,PNG,1020,129,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifydingtalkgroupcommand-03.png,PNG,660,560,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifylarkgroupcommand-01.png,PNG,978,646,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifywechatworkgroupcommand-01.png,PNG,649,495,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifywechatworkgroupcommand-02.png,PNG,647,134,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifywechatworkgroupcommand-03.png,PNG,646,610,0,0,0,0,,,,,no,unchanged
commands/group-notification/images/notifywechatworkgroupcommand-04.png,PNG,395,654,0,0,0,0,,,,,no,unchanged
commands/loop/images/break-01-panel.png,PNG,660,270,0,0,0,0,,,,,no,unchanged
commands/loop/images/break-02-flow.png,PNG,1492,712,0,0,0,0,,,,,no,unchanged
commands/loop/images/break-03.png,PNG,667,418,0,0,0,0,,,,,no,unchanged
commands/loop/images/continue-01.png,PNG,660,270,0,0,0,0,,,,,no,unchanged
commands/loop/images/continue-02.png,PNG,936,289,0,0,0,0,,,,,no,unchanged
commands/loop/images/continue-03.png,PNG,923,285,0,0,0,0,,,,,yes,corner_shadow_candidate
commands/loop/images/dict-for-each-01-panel.png,PNG,660,367,0,0,0,0,,,,,no,unchanged
commands/loop/images/dict-for-each-02-create.png,PNG,654,373,0,0,0,0,,,,,no,unchanged
commands/loop/images/dict-for-each-03-edit.png,PNG,685,605,0,0,0,0,,,,,no,unchanged
commands/loop/images/dict-for-each-04.png,PNG,792,276,0,0,0,0,,,,,no,unchanged
commands/loop/images/dict-for-each-05.png,PNG,1337,467,0,0,0,0,,,,,no,unchanged
commands/loop/images/end-loop-01-panel.png,PNG,660,270,0,0,0,0,,,,,no,unchanged
commands/loop/images/end-loop-02-flow.png,PNG,1100,325,0,0,0,0,,,,,no,unchanged
commands/loop/images/end-loop-03.png,PNG,1093,415,0,0,0,0,,,,,no,unchanged
commands/loop/images/for-each-01.png,PNG,643,403,0,0,0,0,,,,,no,unchanged
commands/loop/images/for-each-02.png,PNG,706,250,0,0,0,0,,,,,no,unchanged
commands/loop/images/for-each-03.png,PNG,1337,457,0,0,0,0,,,,,yes,corner_shadow_candidate
commands/loop/images/infinite-loop-01-panel.png,PNG,660,353,0,0,0,0,,,,,no,unchanged
commands/loop/images/infinite-loop-02-flow.png,PNG,1090,321,0,0,0,0,,,,,no,unchanged
commands/loop/images/infinite-loop-03.png,PNG,1089,408,0,0,0,0,,,,,yes,corner_shadow_candidate
commands/loop/images/loop-by-count-01.png,PNG,646,357,0,0,0,0,,,,,no,unchanged
commands/loop/images/loop-by-count-02.png,PNG,927,226,0,0,0,0,,,,,no,unchanged
commands/loop/images/loop-by-count-03.png,PNG,1352,414,0,0,0,0,,,,,no,unchanged
commands/loop/images/loop-datasheet-01.png,PNG,651,472,0,0,0,0,,,,,no,unchanged
commands/loop/images/loop-datasheet-02.png,PNG,846,181,0,0,0,0,,,,,no,unchanged
commands/loop/images/loop-datasheet-03.png,PNG,1341,243,0,0,0,0,,,,,yes,corner_shadow_candidate
commands/loop/images/web-loop-similar-01.png,PNG,654,474,0,0,0,0,,,,,no,unchanged
commands/loop/images/web-loop-similar-02.png,PNG,853,228,0,0,0,0,,,,,no,unchanged
commands/loop/images/web-loop-similar-show1.png,PNG,1590,879,0,0,0,0,,,,,no,unchanged
commands/loop/images/web-loop-similar-show2.png,PNG,1361,469,0,0,0,0,,,,,no,unchanged
commands/loop/images/while-01.png,PNG,646,424,0,0,0,0,,,,,no,unchanged
commands/loop/images/while-02.png,PNG,583,271,0,0,0,0,,,,,no,unchanged
commands/loop/images/while-03.png,PNG,1339,444,0,0,0,0,,,,,no,unchanged
commands/loop/images/win-loop-similar-01.png,PNG,648,415,0,0,0,0,,,,,no,unchanged
